Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_MRP,Outlet_Identifier,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Outlet_Years,New_Item_Type
64,324,0,10304,5220,5,1,2,3,2505,8,0
514,262,2,4650,6421,7,1,1,1,2707,3,1
1310,324,1,424,7187,5,1,2,3,3492,8,2
117,356,0,6425,382,7,1,1,1,1031,3,0
527,342,2,11928,2418,7,1,1,1,1530,3,1
1335,324,1,5359,7446,5,1,2,3,3485,8,2
79,223,0,3931,3078,3,1,2,2,1072,0,0
1426,293,1,8462,3309,3,1,2,2,1598,0,2
907,272,0,9033,1520,3,1,2,2,1286,0,1
1151,40,0,9483,4950,7,1,1,1,1452,3,1
1480,387,1,9084,2071,1,0,2,1,1373,7,2
1290,349,1,5437,3863,9,1,0,1,1730,4,2
1395,406,1,2147,4426,7,1,1,1,2642,3,2
992,256,0,2578,3254,8,2,0,1,1212,6,1
981,254,2,5717,5266,3,1,2,2,2413,0,1
1402,389,1,6314,2711,2,1,1,1,922,1,2
412,400,0,13277,6780,7,1,1,1,2733,3,1
358,376,0,783,7859,3,1,2,2,2492,0,1
1420,343,1,6912,7377,6,2,1,1,3074,2,2
526,314,2,10060,3594,8,2,0,1,2179,6,1
959,313,2,1422,2841,0,1,2,0,81,5,1
917,334,2,13369,6602,8,2,0,1,1077,6,1
1040,324,2,12847,70,5,1,2,3,961,8,1
278,367,0,6152,3183,7,1,1,1,2283,3,1
1106,381,0,226,1497,7,1,1,1,1029,3,1
383,148,2,7152,3719,9,1,0,1,2445,4,1
1178,296,0,8138,8016,9,1,0,1,2409,4,1
1015,324,0,10189,4812,5,1,2,3,3175,8,1
781,324,0,6979,5187,4,2,0,0,488,8,1
1033,311,0,13435,3454,0,1,2,0,361,5,1
802,199,2,12947,168,9,1,0,1,678,4,1
437,324,0,12625,2664,4,2,0,0,310,8,1
1050,375,0,670,1291,2,1,1,1,789,1,1
1315,272,1,3557,2435,8,2,0,1,1385,6,2
150,324,2,6091,4882,5,1,2,3,2627,8,1
756,324,0,12804,7764,4,2,0,0,251,8,1
890,295,2,657,6256,8,2,0,1,550,6,1
25,358,0,4326,5610,1,0,2,1,1913,7,0
635,358,0,5497,5447,9,1,0,1,2397,4,1
1508,260,1,10369,6507,6,2,1,1,2721,2,2
1529,352,1,10306,3003,3,1,2,2,544,0,2
1165,295,0,6222,27,8,2,0,1,760,6,1
323,109,2,9543,3791,9,1,0,1,1287,4,1
1080,324,2,4901,1995,5,1,2,3,2589,8,1
1071,324,2,12441,1953,5,1,2,3,1597,8,1
416,270,2,6183,1706,3,1,2,2,1079,0,1
13,335,0,7013,7474,3,1,2,2,1042,0,0
951,365,0,1678,700,6,2,1,1,256,2,1
854,67,2,10667,3693,2,1,1,1,1002,1,1
751,194,0,12371,2596,2,1,1,1,583,1,1
1313,324,1,11972,5462,5,1,2,3,3441,8,2
999,390,0,4175,1099,6,2,1,1,965,2,1
558,324,0,280,3310,5,1,2,3,2053,8,1
755,107,0,9610,3597,8,2,0,1,1837,6,1
1528,171,1,9292,1056,9,1,0,1,809,4,2
172,62,0,49,5833,1,0,2,1,1941,7,1
986,119,2,11274,2141,9,1,0,1,1606,4,1
1144,75,0,8314,3374,8,2,0,1,1027,6,1
989,387,2,13146,653,1,0,2,1,282,7,1
794,245,2,5767,5281,0,1,2,0,488,5,1
1167,314,2,13135,3124,3,1,2,2,1462,0,1
447,142,0,7010,4087,1,0,2,1,1389,7,1
585,235,0,4730,2360,2,1,1,1,1089,1,1
589,380,0,5699,4438,3,1,2,2,1451,0,1
936,320,2,13435,1504,0,1,2,0,133,5,1
1420,343,1,7138,7266,7,1,1,1,1680,3,2
1262,324,2,10668,4912,5,1,2,3,2710,8,1
650,313,2,8655,1635,6,2,1,1,1064,2,1
286,408,0,13108,5706,9,1,0,1,1464,4,1
981,254,2,4862,5254,1,0,2,1,488,7,1
97,404,0,4243,6739,7,1,1,1,3455,3,0
470,334,2,8391,6355,8,2,0,1,3145,6,1
1465,378,1,674,5045,7,1,1,1,1797,3,2
1076,228,2,4127,4017,2,1,1,1,2427,1,1
799,324,2,5648,3405,5,1,2,3,2159,8,1
62,195,0,7967,7470,2,1,1,1,3105,1,0
772,306,0,11832,6776,9,1,0,1,2792,4,1
315,382,0,2026,2190,9,1,0,1,833,4,1
55,260,0,9545,4447,6,2,1,1,1451,2,0
1551,318,1,8752,244,2,1,1,1,1221,1,2
90,288,0,9481,5915,3,1,2,2,2482,0,0
402,353,0,9800,6641,7,1,1,1,1677,3,1
1256,324,2,6525,2211,5,1,2,3,1698,8,1
1417,318,1,123,3446,8,2,0,1,2351,6,2
1414,365,1,1269,2170,8,2,0,1,841,6,2
761,324,0,8034,791,5,1,2,3,1097,8,1
757,326,0,12267,4614,9,1,0,1,1976,4,1
643,321,0,6258,2515,0,1,2,0,393,5,1
253,203,0,5822,2758,2,1,1,1,1326,1,1
11,380,0,2397,4429,3,1,2,2,2135,0,0
681,149,2,12540,2394,7,1,1,1,1259,3,1
1418,17,1,3313,160,6,2,1,1,403,2,2
1191,324,0,13435,4837,4,2,0,0,317,8,1
1520,363,1,6170,6124,2,1,1,1,1887,1,2
1205,337,0,2202,2522,1,0,2,1,1398,7,1
1443,236,1,11105,1271,1,0,2,1,835,7,2
235,284,0,5825,6202,0,1,2,0,188,5,1
36,286,0,12857,6924,6,2,1,1,2588,2,0
685,380,2,1798,7895,7,1,1,1,2908,3,1
30,324,0,1345,1327,5,1,2,3,1090,8,0
54,69,0,7905,1086,1,0,2,1,947,7,0
1161,324,0,10246,6680,4,2,0,0,211,8,1
274,402,2,6602,6172,3,1,2,2,1264,0,1
163,366,2,8002,2515,2,1,1,1,1338,1,1
1369,37,1,11782,3387,6,2,1,1,1142,2,2
766,173,2,5306,5674,8,2,0,1,3132,6,1
767,324,2,8010,874,5,1,2,3,1380,8,1
603,335,2,2363,1818,0,1,2,0,165,5,1
1231,377,2,4660,2278,6,2,1,1,1520,2,1
806,406,0,4232,3382,2,1,1,1,1913,1,1
1280,314,1,224,3116,1,0,2,1,1547,7,2
1179,324,2,13107,4545,5,1,2,3,2850,8,1
1519,404,1,12609,2723,9,1,0,1,2053,4,2
838,360,0,9214,5432,9,1,0,1,2366,4,1
714,378,0,3232,4965,1,0,2,1,1895,7,1
1243,64,2,7736,5776,6,2,1,1,2538,2,1
1164,324,0,5241,5737,5,1,2,3,3438,8,1
1355,320,1,12997,3119,8,2,0,1,1261,6,2
747,344,2,10462,737,2,1,1,1,659,1,1
466,304,0,7154,3799,0,1,2,0,261,5,1
48,359,0,13035,173,7,1,1,1,921,3,0
311,307,0,11499,466,6,2,1,1,549,2,1
1070,271,2,6960,3760,7,1,1,1,1190,3,1
1231,377,2,7721,2132,0,1,2,0,186,5,1
1358,324,1,9075,5052,5,1,2,3,2983,8,2
721,329,2,4464,1913,8,2,0,1,1232,6,1
344,280,2,7561,1784,9,1,0,1,1010,4,1
18,324,0,5959,1241,5,1,2,3,2212,8,0
1285,397,1,2230,2659,6,2,1,1,1429,2,2
350,324,2,10195,442,5,1,2,3,1093,8,1
1330,403,1,8508,2062,1,0,2,1,882,7,2
915,324,2,5255,2805,5,1,2,3,1766,8,1
1030,192,2,9337,18,3,1,2,2,70,0,1
237,242,2,8302,6165,6,2,1,1,2347,2,1
1066,403,2,11546,6302,1,0,2,1,2452,7,1
542,395,2,7407,4931,9,1,0,1,1338,4,1
1132,162,0,5146,6895,7,1,1,1,430,3,1
288,171,0,3850,7250,6,2,1,1,1015,2,1
282,226,0,4091,173,2,1,1,1,724,1,1
1153,369,0,10772,4574,7,1,1,1,2067,3,1
633,301,2,7249,5267,3,1,2,2,2864,0,1
1496,54,1,2392,4163,8,2,0,1,1992,6,2
918,322,0,2266,122,8,2,0,1,403,6,1
1044,301,2,550,1322,1,0,2,1,896,7,1
1473,380,1,1403,2177,8,2,0,1,1755,6,2
941,399,0,664,5897,3,1,2,2,1862,0,1
376,208,0,4179,2684,0,1,2,0,411,5,1
1503,324,1,5384,4093,4,2,0,0,547,8,2
1283,358,1,12918,1005,7,1,1,1,607,3,2
1502,350,1,6729,3826,1,0,2,1,2629,7,2
1262,105,2,10734,4998,3,1,2,2,1452,0,1
1345,243,1,3663,3864,7,1,1,1,972,3,2
581,324,2,2796,6325,5,1,2,3,2976,8,1
1454,327,1,5024,7719,7,1,1,1,3216,3,2
1190,61,0,5249,4196,9,1,0,1,1320,4,1
78,63,0,1882,5319,9,1,0,1,1301,4,0
603,335,2,964,1867,3,1,2,2,1832,0,1
850,324,2,7758,5672,5,1,2,3,3450,8,1
965,324,0,1118,6996,5,1,2,3,2297,8,1
1040,362,2,12871,52,8,2,0,1,267,6,1
1537,402,1,985,3977,1,0,2,1,2456,7,2
1224,279,0,10622,3912,1,0,2,1,2651,7,1
1489,304,1,1785,7728,8,2,0,1,698,6,2
1098,23,2,10618,928,6,2,1,1,457,2,1
297,326,0,10928,7143,1,0,2,1,2628,7,1
1049,324,0,91,6283,4,2,0,0,554,8,1
31,355,0,8464,2006,2,1,1,1,525,1,0
276,368,2,9902,1233,0,1,2,0,103,5,1
392,330,0,312,1247,8,2,0,1,1335,6,1
1448,324,1,4166,1482,4,2,0,0,46,8,2
894,109,2,11683,1939,1,0,2,1,848,7,1
736,406,2,11131,6079,9,1,0,1,1269,4,1
374,350,2,1616,3760,6,2,1,1,2091,2,1
1318,371,1,11806,3481,8,2,0,1,2606,6,2
500,236,2,3413,6968,7,1,1,1,2030,3,1
314,352,2,10728,5404,2,1,1,1,2258,1,1
1415,371,1,9579,3498,0,1,2,0,355,5,2
331,377,2,6426,614,2,1,1,1,927,1,1
596,381,0,8426,4501,9,1,0,1,2604,4,1
1278,343,1,5197,6287,0,1,2,0,556,5,2
1207,49,0,12067,1906,2,1,1,1,1885,1,1
1368,291,1,9856,6088,3,1,2,2,2675,0,2
1472,324,1,13435,7591,4,2,0,0,246,8,2
487,340,0,2661,1448,8,2,0,1,832,6,1
707,306,0,13274,4668,8,2,0,1,1996,6,1
265,371,0,12208,5172,7,1,1,1,1379,3,1
989,387,2,13159,653,9,1,0,1,1094,4,1
874,262,2,9186,693,2,1,1,1,690,1,1
29,324,0,2896,1785,5,1,2,3,1903,8,0
1029,296,0,12585,2462,3,1,2,2,1276,0,1
446,394,2,3955,3908,1,0,2,1,1824,7,1
483,322,0,10203,6511,6,2,1,1,1060,2,1
521,354,2,9456,6652,3,1,2,2,1512,0,1
293,324,2,11813,5717,4,2,0,0,522,8,1
1351,324,1,675,3429,5,1,2,3,2922,8,2
171,324,2,6436,3373,5,1,2,3,2459,8,1
665,387,0,8809,4734,3,1,2,2,1315,0,1
1401,342,1,3642,4855,0,1,2,0,737,5,2
283,332,0,1924,5523,3,1,2,2,1686,0,1
484,296,0,8955,5432,7,1,1,1,2738,3,1
1415,324,1,9900,3332,4,2,0,0,355,8,2
1497,324,1,9398,4897,4,2,0,0,611,8,2
809,147,2,13435,40,0,1,2,0,3,5,1
1300,366,1,696,273,3,1,2,2,222,0,2
482,36,2,10145,1198,0,1,2,0,184,5,1
906,351,0,5658,4260,0,1,2,0,294,5,1
1108,328,0,8683,4959,2,1,1,1,999,1,1
716,214,0,1704,7123,3,1,2,2,2524,0,1
871,295,2,12195,3824,3,1,2,2,2836,0,1
760,294,0,6455,693,0,1,2,0,296,5,1
1314,77,1,3801,7841,0,1,2,0,255,5,2
848,321,0,1748,6351,3,1,2,2,1939,0,1
193,309,2,7456,1763,1,0,2,1,1232,7,1
551,275,0,11292,2181,7,1,1,1,1381,3,1
650,313,2,8724,1719,2,1,1,1,623,1,1
384,383,2,627,979,9,1,0,1,1332,4,1
432,68,2,551,1972,3,1,2,2,1327,0,1
595,130,2,12059,1954,3,1,2,2,172,0,1
565,138,0,1973,7998,9,1,0,1,3003,4,1
1054,383,0,679,3828,8,2,0,1,1171,6,1
991,298,2,2425,6727,7,1,1,1,2312,3,1
1464,377,1,1491,7249,9,1,0,1,2456,4,2
283,324,0,1873,5627,5,1,2,3,3271,8,1
1181,399,0,4930,3098,7,1,1,1,2075,3,1
489,366,0,2990,1998,1,0,2,1,1864,7,1
397,329,2,13020,5189,1,0,2,1,2826,7,1
342,201,0,4192,3144,6,2,1,1,1591,2,1
464,406,2,1533,1631,3,1,2,2,1395,0,1
196,364,0,6933,3451,3,1,2,2,961,0,1
483,322,0,10204,6432,8,2,0,1,2794,6,1
1136,324,0,2306,2024,4,2,0,0,174,8,1
322,255,0,1939,2774,7,1,1,1,865,3,1
540,165,2,1919,5744,8,2,0,1,3009,6,1
15,248,0,7694,4087,6,2,1,1,1854,2,0
981,254,2,5703,5122,7,1,1,1,1272,3,1
1001,395,2,6803,7273,1,0,2,1,2474,7,1
184,364,0,9559,2182,1,0,2,1,775,7,1
1396,311,1,1355,3692,2,1,1,1,1458,1,2
784,306,0,435,1620,1,0,2,1,1242,7,1
208,324,2,3448,907,5,1,2,3,1264,8,1
482,36,2,6830,1191,7,1,1,1,1177,3,1
1037,324,0,9054,6749,4,2,0,0,787,8,1
792,99,0,2330,2487,1,0,2,1,1466,7,1
530,123,0,4517,7908,0,1,2,0,908,5,1
1432,414,1,2367,4009,9,1,0,1,1402,4,2
784,324,0,426,1699,5,1,2,3,2521,8,1
1005,325,2,13423,3815,0,1,2,0,274,5,1
1113,227,2,10554,5419,8,2,0,1,2605,6,1
134,317,0,1254,5505,8,2,0,1,2205,6,0
1090,324,0,9674,6190,5,1,2,3,3218,8,1
1416,404,1,788,4077,1,0,2,1,2382,7,2
867,324,0,11995,1467,5,1,2,3,872,8,1
695,324,2,11492,7963,4,2,0,0,719,8,1
1153,369,0,10582,4553,8,2,0,1,2067,6,1
447,142,0,7038,4064,7,1,1,1,1480,3,1
694,306,2,6458,4836,6,2,1,1,1441,2,1
399,105,2,479,914,3,1,2,2,332,0,1
1247,266,0,4801,892,9,1,0,1,1138,4,1
1236,205,0,1303,757,2,1,1,1,471,1,1
1251,170,0,8049,2897,9,1,0,1,1033,4,1
498,288,0,8547,7669,3,1,2,2,686,0,1
1527,385,1,3348,6124,9,1,0,1,1996,4,2
1209,85,0,158,1086,9,1,0,1,462,4,1
971,306,0,7163,4235,9,1,0,1,2736,4,1
1453,310,1,1421,4241,2,1,1,1,1831,1,2
930,292,2,5962,7876,3,1,2,2,2711,0,1
1354,187,1,12744,1776,2,1,1,1,482,1,2
1543,334,1,8816,958,6,2,1,1,479,2,2
1456,359,1,12167,2292,6,2,1,1,1884,2,2
869,295,2,12565,6250,9,1,0,1,2139,4,1
1371,304,1,2843,713,3,1,2,2,739,0,2
468,324,2,9079,6229,5,1,2,3,3135,8,1
702,378,2,1217,633,8,2,0,1,706,6,1
45,374,0,9405,7983,6,2,1,1,3297,2,0
665,387,0,8769,4748,1,0,2,1,2529,7,1
626,335,0,746,2706,6,2,1,1,691,2,1
694,306,2,6753,4937,3,1,2,2,1549,0,1
890,295,2,668,6206,2,1,1,1,2539,1,1
129,54,0,4,4448,9,1,0,1,2135,4,0
1429,307,1,3617,4831,2,1,1,1,1764,1,2
255,324,0,13203,2009,4,2,0,0,272,8,1
0,312,0,4879,3917,3,1,2,2,762,0,0
477,324,0,9727,3821,5,1,2,3,1551,8,1
63,317,0,562,4852,8,2,0,1,1764,6,0
846,324,0,5712,2831,4,2,0,0,612,8,1
886,4,0,12426,3584,2,1,1,1,1435,1,1
1321,240,1,6269,3926,7,1,1,1,1574,3,2
133,289,0,10208,5002,6,2,1,1,1460,2,0
1163,374,2,5803,2221,2,1,1,1,1210,1,1
1290,349,1,5445,3849,7,1,1,1,1361,3,2
905,369,0,11953,1831,8,2,0,1,1232,6,1
107,232,0,11513,248,0,1,2,0,41,5,0
45,324,0,7720,7909,4,2,0,0,719,8,0
81,390,0,12278,4781,3,1,2,2,2448,0,0
210,104,0,10086,6365,2,1,1,1,1013,1,1
1008,45,2,8592,3044,9,1,0,1,537,4,1
291,293,0,10490,2957,3,1,2,2,2421,0,1
395,328,0,75,5940,6,2,1,1,2763,2,1
621,294,2,6447,6831,9,1,0,1,623,4,1
487,324,0,2637,1495,5,1,2,3,1500,8,1
650,313,2,8682,1657,7,1,1,1,475,3,1
1480,324,1,9065,2123,5,1,2,3,2673,8,2
1152,284,0,5210,1948,3,1,2,2,1056,0,1
27,397,0,2284,508,7,1,1,1,572,3,0
954,309,0,3419,760,3,1,2,2,566,0,1
1116,29,2,1289,5457,7,1,1,1,2270,3,1
345,344,0,13171,735,2,1,1,1,718,1,1
936,320,2,13391,1479,6,2,1,1,641,2,1
703,326,2,12735,7685,2,1,1,1,1748,1,1
1055,372,0,6361,1739,9,1,0,1,1475,4,1
1235,312,2,12516,7332,1,0,2,1,2102,7,1
571,167,0,4436,1375,2,1,1,1,1535,1,1
1142,324,2,13245,3951,4,2,0,0,413,8,1
353,324,2,13435,1203,4,2,0,0,243,8,1
89,70,0,11289,4753,3,1,2,2,599,0,0
272,249,0,962,2257,0,1,2,0,66,5,1
1407,386,1,3826,3780,6,2,1,1,1113,2,2
487,340,0,2657,1513,1,0,2,1,1398,7,1
1436,324,1,12860,2599,4,2,0,0,207,8,2
765,355,0,7585,1857,8,2,0,1,1434,6,1
1138,378,0,9913,5649,1,0,2,1,2022,7,1
314,352,2,10687,5340,8,2,0,1,1859,6,1
740,291,2,5536,75,2,1,1,1,339,1,1
950,324,0,10166,3517,5,1,2,3,1912,8,1
1063,353,2,6039,5530,3,1,2,2,2205,0,1
1222,377,0,10808,4941,2,1,1,1,2235,1,1
149,175,2,3420,3311,6,2,1,1,1628,2,1
1046,324,0,2630,3589,5,1,2,3,2397,8,1
775,398,2,12907,7706,6,2,1,1,2469,2,1
1104,327,2,8149,1265,1,0,2,1,376,7,1
1081,324,2,4520,2797,5,1,2,3,2839,8,1
1167,314,2,13124,2978,9,1,0,1,1161,4,1
430,405,0,7231,7148,9,1,0,1,1933,4,1
593,370,0,4249,1944,9,1,0,1,867,4,1
102,182,0,7291,2097,7,1,1,1,972,3,0
698,359,0,6610,6212,1,0,2,1,1411,7,1
1126,383,2,2608,7365,8,2,0,1,2685,6,1
843,336,2,2567,4911,9,1,0,1,1949,4,1
466,304,0,4155,3788,2,1,1,1,2336,1,1
238,357,0,5477,7392,3,1,2,2,1688,0,1
1342,308,1,5817,5598,1,0,2,1,2558,7,2
1547,401,1,7075,2873,2,1,1,1,1280,1,2
837,395,2,1451,2937,2,1,1,1,2125,1,1
637,357,0,9607,6798,1,0,2,1,3138,7,1
729,324,0,13422,4693,4,2,0,0,140,8,1
728,295,2,5474,3186,3,1,2,2,1332,0,1
730,324,0,4693,4907,5,1,2,3,1961,8,1
807,288,2,458,5708,6,2,1,1,1931,2,1
731,324,0,3872,425,5,1,2,3,581,8,1
490,300,2,9468,7033,9,1,0,1,2613,4,1
521,324,2,9408,6648,5,1,2,3,2978,8,1
1022,160,0,3020,317,1,0,2,1,548,7,1
25,358,0,4342,5529,3,1,2,2,1445,0,0
1132,324,0,5104,6957,5,1,2,3,3375,8,1
429,360,0,5233,258,3,1,2,2,133,0,1
689,335,2,6849,7074,8,2,0,1,3033,6,1
1056,280,2,6213,1525,1,0,2,1,715,7,1
156,284,0,1180,7542,2,1,1,1,3241,1,1
480,350,0,6308,7391,1,0,2,1,2957,7,1
1131,392,0,10280,7176,3,1,2,2,1330,0,1
727,312,2,8819,5200,9,1,0,1,2753,4,1
1422,153,1,5681,2296,7,1,1,1,1548,3,2
1441,395,1,2926,1172,9,1,0,1,1258,4,2
576,290,0,11032,5840,0,1,2,0,526,5,1
1330,403,1,8125,2102,8,2,0,1,748,6,2
129,324,0,0,4487,5,1,2,3,2299,8,0
181,298,2,11367,4877,2,1,1,1,2043,1,1
1182,321,2,9202,2020,1,0,2,1,1004,7,1
1232,324,0,8992,1592,4,2,0,0,49,8,1
229,379,0,3322,7753,1,0,2,1,1603,7,1
1482,272,1,8121,8026,2,1,1,1,2131,1,2
9,380,0,4445,6004,9,1,0,1,833,4,0
741,324,2,13435,347,4,2,0,0,45,8,1
41,2,0,11676,5325,3,1,2,2,1636,0,0
231,252,2,8540,5842,1,0,2,1,3407,7,1
809,147,2,13098,86,2,1,1,1,374,1,1
1198,324,2,5994,5624,5,1,2,3,3431,8,1
1195,319,0,305,1286,7,1,1,1,943,3,1
1392,204,1,8232,488,1,0,2,1,727,7,2
131,211,0,8148,69,6,2,1,1,509,2,0
554,291,0,5253,6688,0,1,2,0,412,5,1
472,324,2,7100,6382,4,2,0,0,379,8,1
108,10,0,3866,6007,0,1,2,0,365,5,0
1438,397,1,5102,4312,0,1,2,0,296,5,2
1300,366,1,690,129,9,1,0,1,779,4,2
1075,322,0,5961,1120,9,1,0,1,913,4,1
477,338,0,9816,3841,2,1,1,1,1990,1,1
1546,86,1,1015,4044,9,1,0,1,2408,4,2
1038,404,2,8502,6171,9,1,0,1,2758,4,1
1129,324,0,12784,4703,5,1,2,3,596,8,1
1325,319,1,6334,6026,8,2,0,1,2785,6,2
264,357,0,13176,3022,8,2,0,1,1680,6,1
267,349,0,11438,7024,6,2,1,1,3232,2,1
1373,312,1,4387,2284,9,1,0,1,1166,4,2
1206,324,2,1807,4899,4,2,0,0,468,8,1
1391,324,1,8123,1674,4,2,0,0,149,8,2
857,380,0,9637,6133,2,1,1,1,2758,1,1
915,347,2,5284,2739,6,2,1,1,1478,2,1
110,203,0,7572,7040,9,1,0,1,2863,4,0
1236,324,0,1025,747,4,2,0,0,20,8,1
340,324,2,5246,4938,5,1,2,3,3113,8,1
647,314,2,2562,2444,6,2,1,1,1393,2,1
1205,337,0,2205,2500,8,2,0,1,1466,6,1
171,348,2,6479,3413,9,1,0,1,1539,4,1
1383,163,1,11532,3978,3,1,2,2,1757,0,2
267,349,0,11433,7040,1,0,2,1,2773,7,1
485,324,0,3964,5517,5,1,2,3,3262,8,1
787,398,0,5005,2709,7,1,1,1,1544,3,1
550,302,0,13010,2284,0,1,2,0,67,5,1
1434,324,1,13229,5716,5,1,2,3,3314,8,2
400,324,2,83,3384,5,1,2,3,2541,8,1
990,324,2,10043,5946,5,1,2,3,1740,8,1
481,324,0,7934,6526,4,2,0,0,402,8,1
133,289,0,12923,4930,0,1,2,0,323,5,0
294,301,0,6402,1071,8,2,0,1,821,6,1
754,412,2,12936,1191,6,2,1,1,934,2,1
22,324,0,4987,2280,4,2,0,0,193,8,0
37,324,0,13435,4155,4,2,0,0,285,8,0
21,70,0,8995,2860,3,1,2,2,1741,0,0
313,363,0,5364,427,2,1,1,1,811,1,1
793,358,0,8474,7673,7,1,1,1,1582,3,1
1206,373,2,602,4889,2,1,1,1,1964,1,1
1442,318,1,3029,4293,8,2,0,1,1737,6,2
921,324,2,8786,7786,5,1,2,3,3413,8,1
421,245,2,6640,3017,0,1,2,0,433,5,1
462,349,2,12952,5648,3,1,2,2,1091,0,1
900,324,0,2342,58,4,2,0,0,4,8,1
1263,324,0,11432,2731,5,1,2,3,1389,8,1
416,270,2,6371,1786,7,1,1,1,1321,3,1
411,318,0,4448,1243,6,2,1,1,800,2,1
899,128,0,2054,3994,2,1,1,1,1565,1,1
593,324,0,4210,2031,5,1,2,3,1958,8,1
789,229,0,3206,251,6,2,1,1,849,2,1
5,256,0,1722,4411,2,1,1,1,1470,1,0
87,324,0,5057,5213,5,1,2,3,3276,8,0
542,395,2,7395,4868,6,2,1,1,2250,2,1
220,376,2,681,4037,0,1,2,0,285,5,1
700,369,2,242,1295,2,1,1,1,674,1,1
502,262,2,12274,4768,6,2,1,1,1418,2,1
1226,189,2,5811,3388,8,2,0,1,565,6,1
1302,324,1,6180,3949,4,2,0,0,119,8,2
373,358,2,4441,3458,8,2,0,1,961,6,1
302,368,0,8178,6703,2,1,1,1,1681,1,1
1419,405,1,1856,1397,8,2,0,1,703,6,2
1431,321,1,1494,2361,2,1,1,1,1684,1,2
458,350,2,10819,354,8,2,0,1,468,6,1
1303,337,1,4843,432,0,1,2,0,11,5,2
107,232,0,8334,268,2,1,1,1,750,1,0
633,301,2,7260,5428,2,1,1,1,1963,1,1
1524,19,1,484,7853,6,2,1,1,2088,2,2
979,334,2,2428,197,7,1,1,1,539,3,1
131,211,0,8150,179,8,2,0,1,1149,6,0
671,54,2,3302,2534,9,1,0,1,393,4,1
1369,37,1,13435,3332,0,1,2,0,97,5,2
183,398,0,7654,1801,9,1,0,1,643,4,1
343,324,2,13207,1082,4,2,0,0,98,8,1
312,384,2,13353,2842,9,1,0,1,1552,4,1
1238,355,2,11193,5974,3,1,2,2,1883,0,1
154,324,0,8898,281,5,1,2,3,662,8,1
972,296,0,2863,2410,1,0,2,1,380,7,1
979,334,2,2718,78,8,2,0,1,720,6,1
306,244,0,11316,2178,6,2,1,1,2026,2,1
1207,49,0,12054,1835,7,1,1,1,926,3,1
282,226,0,4073,124,9,1,0,1,750,4,1
1308,361,1,10229,6499,7,1,1,1,2489,3,2
194,16,0,9341,7500,9,1,0,1,3234,4,1
874,262,2,9155,693,7,1,1,1,921,3,1
1220,350,2,9683,1219,3,1,2,2,1147,0,1
913,356,0,10660,4040,6,2,1,1,1383,2,1
1140,83,0,11780,2398,3,1,2,2,1629,0,1
687,324,2,13408,4090,4,2,0,0,283,8,1
1152,284,0,5190,1901,6,2,1,1,1607,2,1
1317,324,1,3994,660,5,1,2,3,743,8,2
1266,407,1,5545,4240,3,1,2,2,2659,0,2
1199,356,2,9499,688,8,2,0,1,718,6,1
1538,280,1,5872,2597,6,2,1,1,1368,2,2
559,42,0,7713,7819,8,2,0,1,3115,6,1
488,324,0,13204,2953,5,1,2,3,2788,8,1
925,59,2,3137,5896,3,1,2,2,822,0,1
712,84,0,11550,531,2,1,1,1,960,1,1
89,324,0,11237,4743,5,1,2,3,1736,8,0
1068,6,2,4278,3454,7,1,1,1,1735,3,1
1370,348,1,7251,7714,1,0,2,1,2946,7,2
1401,342,1,1564,4772,1,0,2,1,1657,7,2
515,296,2,6119,1456,8,2,0,1,1079,6,1
356,318,0,7368,197,6,2,1,1,931,2,1
659,311,0,5628,3277,7,1,1,1,448,3,1
1286,392,1,13288,5276,8,2,0,1,1388,6,2
675,324,2,9067,5054,4,2,0,0,327,8,1
976,356,2,8693,8032,3,1,2,2,1649,0,1
846,157,0,2755,2814,8,2,0,1,2276,6,1
756,388,0,9725,7792,1,0,2,1,1603,7,1
957,136,0,12685,2660,1,0,2,1,2108,7,1
543,321,0,11106,3320,6,2,1,1,1195,2,1
1391,286,1,4761,1676,8,2,0,1,399,6,2
1148,298,2,5897,533,8,2,0,1,539,6,1
912,48,2,7640,7937,0,1,2,0,716,5,1
988,368,2,5152,3299,9,1,0,1,928,4,1
833,52,2,10783,6620,9,1,0,1,3092,4,1
190,286,0,10684,7205,8,2,0,1,826,6,1
485,59,0,4007,5533,3,1,2,2,1056,0,1
996,71,0,5631,2260,6,2,1,1,1618,2,1
430,405,0,7222,7167,6,2,1,1,2905,2,1
438,372,2,8911,3909,0,1,2,0,274,5,1
803,324,0,9694,6088,5,1,2,3,3442,8,1
1085,46,0,9219,141,1,0,2,1,761,7,1
619,323,0,11701,2696,2,1,1,1,1732,1,1
233,298,2,763,3834,1,0,2,1,2239,7,1
826,384,0,8856,7879,1,0,2,1,898,7,1
858,313,0,11395,4264,3,1,2,2,1446,0,1
1257,393,0,10493,2810,8,2,0,1,707,6,1
25,358,0,4333,5662,9,1,0,1,2415,4,0
515,296,2,6110,1533,1,0,2,1,233,7,1
1543,334,1,8817,970,8,2,0,1,1015,6,2
1445,367,1,1190,2744,1,0,2,1,845,7,2
570,289,0,6211,7825,7,1,1,1,2900,3,1
499,315,2,6722,722,1,0,2,1,811,7,1
1156,324,2,7800,4459,4,2,0,0,574,8,1
